INDICATOR,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_VALUE_WINS
BX_TRF_PWKR,PG,1990,0.17,0.17
BX_TRF_PWKR,PG,1991,0.55,0.55
BX_TRF_PWKR,PG,1992,0.47,0.47
BX_TRF_PWKR,PG,1993,0.41,0.41
BX_TRF_PWKR,PG,1994,0.36,0.36
BX_TRF_PWKR,PG,1995,0.34,0.34
BX_TRF_PWKR,PG,1996,0.29,0.29
BX_TRF_PWKR,PG,1997,0.28,0.28
BX_TRF_PWKR,PG,1998,0.26,0.26
BX_TRF_PWKR,PG,1999,0.23,0.23
BX_TRF_PWKR,PG,2000,0.21,0.21
BX_TRF_PWKR,PG,2001,0.19,0.19
BX_TRF_PWKR,PG,2002,0.19,0.19
BX_TRF_PWKR,PG,2003,0.2,0.2
BX_TRF_PWKR,PG,2004,0.24,0.24
BX_TRF_PWKR,PG,2005,0.14,0.14
BX_TRF_PWKR,PG,2006,0.05,0.05
BX_TRF_PWKR,PG,2007,0.08,0.08
BX_TRF_PWKR,PG,2008,0.06,0.06
BX_TRF_PWKR,PG,2009,0.04,0.04
BX_TRF_PWKR,PG,2010,0.02,0.02
BX_TRF_PWKR,PG,2011,0.07,0.07
BX_TRF_PWKR,PG,2012,0.07,0.07
BX_TRF_PWKR,PG,2013,0.07,0.07
BX_TRF_PWKR,PG,2014,0.05,0.05
BX_TRF_PWKR,PG,2015,0.02,0.02
BX_TRF_PWKR,PG,2016,0.01,0.01
BX_TRF_PWKR,PG,2017,0.02,0.02
BX_TRF_PWKR,PG,2018,0.02,0.02
BX_TRF_PWKR,PG,2019,0.12,0.12
BX_TRF_PWKR,PG,2020,0.01,0.01
BX_TRF_PWKR,PG,2021,0.01,0.01
BX_TRF_PWKR,PG,2022,0.05,0.05
BX_TRF_PWKR,PG,2023,0.03,0.03
SL_TLF_UEM,WS,2001,6.18,6.18
SL_TLF_UEM,WS,2006,1.63,1.63
SL_TLF_UEM,WS,2011,6.82,6.82
SL_TLF_UEM,WS,2012,10.27,10.27
SL_TLF_UEM,WS,2013,2.9,2.9
SL_TLF_UEM,WS,2014,10.27,10.27
SL_TLF_UEM,WS,2017,14.51,14.51
SL_TLF_UEM,WS,2018,10.5,10.5
SL_TLF_UEM,WS,2022,7.77,7.77
SI_POV_DAY1,PG,2009,29,29
SL_TLF_UEM,WS,2012,7.88,7.88
SL_TLF_UEM,WS,2017,6.33,6.33
SL_TLF_UEM,WS,2022,3.54,3.54
SL_TLF_UEM,SB,2012,13.6,13.6
SL_TLF_UEM,SB,2013,1.33,1.33
SL_TLF_UEM,SB,2017,47.6,47.6
SI_POV_DAY1,VU,2010,14.7,14.7
SI_POV_DAY1,VU,2019,10,10
SPC_17_3_1,TO,2000,9.2124,9.2124
SPC_17_3_1,TO,2001,7.62866,7.62866
SPC_17_3_1,TO,2002,4.69208,4.69208
SPC_17_3_1,TO,2003,6.2445,6.2445
SPC_17_3_1,TO,2004,37.48301,37.48301
SPC_17_3_1,TO,2005,12.96937,12.96937
SPC_17_3_1,TO,2006,17.17772,17.17772
SPC_17_3_1,TO,2007,23.99882,23.99882
SPC_17_3_1,TO,2008,46.33348,46.33348
SPC_17_3_1,TO,2009,20.05417,20.05417
SPC_17_3_1,TO,2010,24.71157,24.71157
SPC_17_3_1,TO,2011,43.7838,43.7838
SPC_17_3_1,TO,2012,31.11351,31.11351
SPC_17_3_1,TO,2013,51.36127,51.36127
SPC_17_3_1,TO,2014,56.0438,56.0438
SPC_17_3_1,TO,2015,12.34709,12.34709
SPC_17_3_1,TO,2016,8.84612,8.84612
SPC_17_3_1,TO,2017,13.78079,13.78079
SPC_17_3_1,TO,2018,15.04747,15.04747
SPC_17_3_1,TO,2019,12.55813,12.55813
SL_EMP_EARN,TO,2018,8.45,8.45
SL_EMP_EARN,TO,2021,5.36,5.36
SPC_8_9_1,MH,2008,2.6,2.6
SPC_8_9_1,MH,2009,2.5,2.5
SPC_8_9_1,MH,2010,2.3,2.3
SPC_8_9_1,MH,2011,2.2,2.2
SPC_8_9_1,MH,2012,2.1,2.1
SPC_8_9_1,MH,2013,1.9,1.9
SPC_8_9_1,MH,2014,2.1,2.1
SPC_8_9_1,MH,2015,2.2,2.2
SPC_8_9_1,MH,2016,2.3,2.3
SPC_8_9_1,MH,2017,2.3,2.3
SPC_8_9_1,MH,2018,2.3,2.3
SPC_8_9_1,MH,2019,2.5,2.5
SPC_8_9_1,MH,2020,2,2
SPC_8_9_1,MH,2021,1.8,1.8
SL_EMP_EARN,MH,2019,3.31,3.31
SL_TLF_UEM,TV,2015,0,0
SL_TLF_UEM,MH,2019,4.5,4.5
SI_POV_NAHC,PW,2013,23.4,23.4
SL_TLF_UEM,WS,2013,0,0
SL_TLF_NEET,CK,2016,28.67,28.67
SL_TLF_NEET,CK,2019,16.91,16.91
SL_TLF_UEM,VU,2019,0,0
SL_TLF_MANF,TO,2016,2.9,2.9
SPC_1_2_2,TO,2016,23,23
SL_TLF_NEET,CK,2016,17.5,17.5
SL_TLF_NEET,CK,2019,12.6,12.6
SI_POV_NAHC,KI,2019,21.1,21.1
SI_POV_NAHC,FJ,2019,41.5,41.5
SI_POV_DAY1,FJ,2019,2.1,2.1
SL_EMP_EARN,MH,2019,7.66,7.66
SL_TLF_UEM,VU,2019,4.2,4.2
SI_POV_NAHC,VU,2019,19.2,19.2
PSD2GDP,PW,2014,29,29
PSD2GDP,PW,2015,23,23
PSD2GDP,PW,2016,26.7,26.7
PSD2GDP,PW,2017,30,30
PSD2GDP,PW,2018,31.1,31.1
DT_TDS_DECT,FJ,1979,3,3
DT_TDS_DECT,FJ,1980,4.94,4.94
DT_TDS_DECT,FJ,1981,4.61,4.61
DT_TDS_DECT,FJ,1982,6.39,6.39
DT_TDS_DECT,FJ,1983,7.5,7.5
DT_TDS_DECT,FJ,1984,9.84,9.84
DT_TDS_DECT,FJ,1985,11.43,11.43
DT_TDS_DECT,FJ,1986,11.26,11.26
DT_TDS_DECT,FJ,1987,11.46,11.46
DT_TDS_DECT,FJ,1988,9.7,9.7
DT_TDS_DECT,FJ,1989,8.37,8.37
DT_TDS_DECT,FJ,1990,9.01,9.01
DT_TDS_DECT,FJ,1991,9.33,9.33
DT_TDS_DECT,FJ,1992,6.95,6.95
DT_TDS_DECT,FJ,1993,5.85,5.85
DT_TDS_DECT,FJ,1994,6.17,6.17
DT_TDS_DECT,FJ,1995,3.73,3.73
DT_TDS_DECT,FJ,1996,2.13,2.13
DT_TDS_DECT,FJ,1997,1.54,1.54
DT_TDS_DECT,FJ,1998,2.21,2.21
DT_TDS_DECT,FJ,1999,2.62,2.62
DT_TDS_DECT,FJ,2000,2.53,2.53
DT_TDS_DECT,FJ,2001,1.8,1.8
DT_TDS_DECT,FJ,2002,1.73,1.73
DT_TDS_DECT,FJ,2003,1.25,1.25
DT_TDS_DECT,FJ,2004,0.77,0.77
DT_TDS_DECT,FJ,2005,0.85,0.85
DT_TDS_DECT,FJ,2006,0.87,0.87
DT_TDS_DECT,FJ,2007,1.62,1.62
DT_TDS_DECT,FJ,2008,1.19,1.19
DT_TDS_DECT,FJ,2009,1.82,1.82
DT_TDS_DECT,FJ,2010,1.31,1.31
DT_TDS_DECT,FJ,2011,8.14,8.14
DT_TDS_DECT,FJ,2012,1.61,1.61
DT_TDS_DECT,FJ,2013,1.84,1.84
DT_TDS_DECT,FJ,2014,1.94,1.94
DT_TDS_DECT,FJ,2015,13.44,13.44
DT_TDS_DECT,FJ,2016,3,3
DT_TDS_DECT,FJ,2017,2.23,2.23
DT_TDS_DECT,FJ,2018,2.4,2.4
DT_TDS_DECT,FJ,2019,6.85,6.85
DT_TDS_DECT,FJ,2020,19.8,19.8
DT_TDS_DECT,FJ,2021,1.96,1.96
DT_TDS_DECT,FJ,2022,4.37,4.37
DT_TDS_DECT,FJ,2023,4.68,4.68
NY_GDP_PCAP,VU,2000,2.8,2.8
NY_GDP_PCAP,VU,2001,-4.5,-4.5
NY_GDP_PCAP,VU,2002,-4.1,-4.1
NY_GDP_PCAP,VU,2003,0.1,0.1
NY_GDP_PCAP,VU,2004,1.5,1.5
NY_GDP_PCAP,VU,2005,2.8,2.8
NY_GDP_PCAP,VU,2006,5.9,5.9
NY_GDP_PCAP,VU,2007,2.6,2.6
NY_GDP_PCAP,VU,2008,0.7,0.7
NY_GDP_PCAP,VU,2009,0.5,0.5
NY_GDP_PCAP,VU,2010,-1.1,-1.1
NY_GDP_PCAP,VU,2011,0.9,0.9
NY_GDP_PCAP,VU,2012,-1.2,-1.2
NY_GDP_PCAP,VU,2013,-1.7,-1.7
NY_GDP_PCAP,VU,2014,0.3,0.3
NY_GDP_PCAP,VU,2015,1.7,1.7
NY_GDP_PCAP,VU,2016,1.2,1.2
NY_GDP_PCAP,VU,2017,2,2
NY_GDP_PCAP,VU,2018,0.5,0.5
NY_GDP_PCAP,VU,2019,0.9,0.9
NY_GDP_PCAP,VU,2020,-7.2,-5.1
NY_GDP_PCAP,VU,2021,-3.8,-3.8
NY_GDP_PCAP,VU,2022,-0.4,-0.4
NY_GDP_PCAP,VU,2023,-0.1,-0.1
SI_RMT_COST,VU,2011,13.79,13.79
SI_RMT_COST,VU,2015,15.75,15.75
SI_RMT_COST,VU,2017,16.66,16.66
SI_RMT_COST,VU,2018,12.15,12.15
SI_RMT_COST,VU,2019,12.11,12.11
SI_RMT_COST,VU,2020,11.39,11.39
SI_RMT_COST,VU,2021,9.33,9.33
SI_RMT_COST,VU,2022,8.73,8.73
SI_RMT_COST,VU,2023,11.62,11.62
SL_EMP_EARN,WS,2012,3.57,3.57
SL_EMP_EARN,WS,2017,28.7,28.7
SL_EMP_EARN,WS,2022,5.01,5.01
SI_POV_DAY1,WS,2008,1,1
SI_POV_DAY1,WS,2013,0,0
SI_POV_DAY1,WS,2018,5.29,5.29
SI_POV_DAY1,NR,2012,1.7,1.7
SL_TLF_UEM,TO,2018,11.67,11.67
SL_TLF_UEM,TO,2021,10.06,10.06
SL_TLF_UEM,KI,2019,6.5,6.5
SL_TLF_UEM,SB,2012,6.1,6.1
SL_TLF_UEM,MH,2019,4.09,4.09
SL_TLF_UEM,MH,2021,8.04,8.04
SI_POV_NAHC,SB,2012,8,8
SL_TLF_NEET,TO,2018,25.36,25.36
SL_TLF_NEET,TO,2021,13.82,13.82
SL_TLF_UEM,KI,2019,9.2,9.2
SL_TLF_UEM,SB,2012,0.9,0.9
SL_TLF_NEET,PW,2013,24.6,24.6
EG_ACS_ELEC,TO,2016,97,97
EG_ACS_ELEC,TO,2017,98.4,98.4
EG_ACS_ELEC,TO,2018,99.1,99.1
EG_ACS_ELEC,TO,2019,98.4,98.4
EG_ACS_ELEC,TO,2020,100,100
SI_POV_NAHC,SB,2012,11.5,11.5
SL_TLF_NEET,MH,2019,44.7,44.7
SL_TLF_UEM,MH,2019,14.6,14.6
SL_TLF_UEM,CK,2019,1.59,1.59
SL_TLF_NEET,SB,2012,26.7,26.7
SL_TLF_NEET,TO,2021,18,18
SI_POV_NAHC,VU,2019,16.9,16.9
SL_TLF_UEM,TO,2017,3.3,3.3
SL_TLF_UEM,TO,2018,1.44,1.44
SL_TLF_UEM,TO,2021,1.33,1.33
SL_TLF_UEM,FM,2013,17.7,17.7
SI_POV_NAHC,SB,2012,7.9,7.9
SL_TLF_NEET,VU,2019,31.1,31.1
BX_TRF_PWKR,MH,2005,17.21,17.21
BX_TRF_PWKR,MH,2006,18.15,18.15
BX_TRF_PWKR,MH,2007,16.71,16.71
BX_TRF_PWKR,MH,2008,15.73,15.73
BX_TRF_PWKR,MH,2009,15.6,15.6
BX_TRF_PWKR,MH,2010,13.79,13.79
BX_TRF_PWKR,MH,2011,12.85,12.85
BX_TRF_PWKR,MH,2012,12.86,12.86
BX_TRF_PWKR,MH,2013,13.17,13.17
BX_TRF_PWKR,MH,2014,14.02,14.02
BX_TRF_PWKR,MH,2015,14.88,14.88
BX_TRF_PWKR,MH,2016,14.04,14.04
BX_TRF_PWKR,MH,2017,14.25,14.25
BX_TRF_PWKR,MH,2018,14.3,14.3
BX_TRF_PWKR,MH,2019,13.93,13.93
BX_TRF_PWKR,MH,2020,13.83,13.83
BX_TRF_PWKR,MH,2021,13.31,13.31
BX_TRF_PWKR,MH,2022,13.6,13.6
BX_TRF_PWKR,MH,2023,13.29,13.29
SL_EMP_EARN,WS,2012,7.73,7.73
SL_EMP_EARN,WS,2017,6.52,6.52
SL_EMP_EARN,WS,2022,9.42,9.42
SI_POV_DAY1,FJ,2002,2,2
SI_POV_DAY1,FJ,2008,1,1
SI_POV_DAY1,FJ,2013,0,0
SI_POV_DAY1,FJ,2019,1.3,1.3
SL_TLF_UEM,CK,2001,11.71,11.71
SL_TLF_UEM,CK,2006,8.52,8.52
SL_TLF_UEM,CK,2011,8.2,8.2
SL_TLF_UEM,CK,2016,0.59,0.59
SL_TLF_UEM,CK,2019,1.56,1.56
SL_TLF_NEET,FJ,2005,32.85,32.85
SL_TLF_NEET,FJ,2011,27.67,27.67
SL_TLF_NEET,FJ,2014,27.32,27.32
SL_TLF_NEET,FJ,2016,29.59,29.59
SL_TLF_UEM,VU,2009,4.78,4.78
SL_TLF_UEM,VU,2010,1.92,1.92
SL_TLF_UEM,VU,2019,8.19,8.19
SL_EMP_EARN,VU,2010,406.41,348.74922
SL_TLF_UEM,KI,2015,5.64,5.64
SL_TLF_UEM,KI,2019,8.67,8.67
SL_TLF_UEM,KI,2020,12.34,12.34
SPC_17_3_1,PF,2000,9.87472,9.87472
SPC_17_3_1,PF,2001,23.68875,23.68875
SPC_17_3_1,PF,2002,10.931,10.931
SPC_17_3_1,PF,2003,58.213,58.213
SPC_17_3_1,PF,2004,6.42002,6.42002
SPC_17_3_1,PF,2005,7.81892,7.81892
SPC_17_3_1,PF,2006,30.6495,30.6495
SPC_17_3_1,PF,2007,58.24933,58.24933
SPC_17_3_1,PF,2008,13.88403,13.88403
SPC_17_3_1,PF,2009,21.84374,21.84374
SPC_17_3_1,PF,2010,64.30373,64.30373
SPC_17_3_1,PF,2011,130.55727,130.55727
SPC_17_3_1,PF,2012,155.3542,155.3542
SPC_17_3_1,PF,2013,99.20716,99.20716
SPC_17_3_1,PF,2014,61.92878,61.92878
SPC_17_3_1,PF,2015,26.00717,26.00717
SPC_17_3_1,PF,2016,61.57579,61.57579
SPC_17_3_1,PF,2017,79.26598,79.26598
SPC_17_3_1,PF,2018,-45.31563,-5.1
SPC_17_3_1,PF,2019,32.62503,32.62503
SPC_16_6_1,VU,2007,97.2,97.2
SPC_16_6_1,VU,2008,98.3,98.3
SPC_16_6_1,VU,2009,95.6,95.6
SPC_16_6_1,VU,2010,93.2,93.2
SPC_16_6_1,VU,2011,94.6,94.6
SPC_16_6_1,VU,2012,95.3,95.3
SPC_16_6_1,VU,2013,95.8,95.8
SPC_16_6_1,VU,2014,107.6,107.6
SPC_16_6_1,VU,2015,105.4,105.4
SPC_16_6_1,VU,2016,66.6,66.6
SPC_16_6_1,VU,2017,88.1,88.1
SPC_16_6_1,VU,2018,72,72
SPC_16_6_1,VU,2019,90.6,90.6
SPC_16_6_1,VU,2020,96.5,96.5
SPC_16_6_1,VU,2021,94.3,94.3
SPC_16_6_1,VU,2022,94.1,94.1
SI_POV_NAHC,SB,2012,15,15
SI_POV_NAHC,SB,2012,11.3,11.3
SI_POV_NAHC,SB,2012,12,12
SL_TLF_NEET,NU,2017,17.78,17.78
SL_TLF_NEET,NU,2022,10.82,10.82
SI_HEI_TOTL,FJ,2013,-0.51,-0.51
SI_POV_DAY1,MH,2019,0,0
SL_TLF_UEM,WS,2013,4.3,4.3
SL_TLF_UEM,WS,2013,0.7,0.7
SL_TLF_NEET,TV,2015,47.5,47.5
SL_TLF_UEM,TV,2015,34,34
SI_POV_NAHC,SB,2012,11.9,11.9
SI_POV_DAY1,FJ,2016,3.63,3.63
SL_TLF_UEM,KI,2019,2.1,2.1
SI_POV_NAHC,SB,2012,12.8,12.8
SI_POV_NAHC,SB,2013,12.7,12.7
SL_TLF_UEM,FM,2013,59.6,59.6
SL_EMP_EARN,CK,2019,8.35,8.35
SI_POV_NAHC,KI,2019,19,19
SL_TLF_UEM,FM,2013,60.1,60.1
DT_TDS_DECT,VU,1982,0.9,0.9
DT_TDS_DECT,VU,1983,0.89,0.89
DT_TDS_DECT,VU,1984,0.68,0.68
DT_TDS_DECT,VU,1985,0.67,0.67
DT_TDS_DECT,VU,1986,1.2,1.2
DT_TDS_DECT,VU,1987,3.23,3.23
DT_TDS_DECT,VU,1988,1.63,1.63
DT_TDS_DECT,VU,1989,1.63,1.63
DT_TDS_DECT,VU,1990,1.6,1.6
DT_TDS_DECT,VU,1991,1.12,1.12
DT_TDS_DECT,VU,1992,1.36,1.36
DT_TDS_DECT,VU,1993,1.38,1.38
DT_TDS_DECT,VU,1994,1.19,1.19
DT_TDS_DECT,VU,1995,1.07,1.07
DT_TDS_DECT,VU,1996,0.96,0.96
DT_TDS_DECT,VU,1997,0.83,0.83
DT_TDS_DECT,VU,1998,0.53,0.53
DT_TDS_DECT,VU,1999,1.36,1.36
DT_TDS_DECT,VU,2000,1.4,1.4
DT_TDS_DECT,VU,2001,1.23,1.23
DT_TDS_DECT,VU,2002,1.45,1.45
DT_TDS_DECT,VU,2003,1.33,1.33
DT_TDS_DECT,VU,2004,1.57,1.57
DT_TDS_DECT,VU,2005,1.24,1.24
DT_TDS_DECT,VU,2006,1.9,1.9
DT_TDS_DECT,VU,2007,1.52,1.52
DT_TDS_DECT,VU,2008,1.24,1.24
DT_TDS_DECT,VU,2009,1.5,1.5
DT_TDS_DECT,VU,2010,1.44,1.44
DT_TDS_DECT,VU,2011,1.25,1.25
DT_TDS_DECT,VU,2012,1.23,1.23
DT_TDS_DECT,VU,2013,1.5,1.5
DT_TDS_DECT,VU,2014,1.62,1.62
DT_TDS_DECT,VU,2015,1.81,1.81
DT_TDS_DECT,VU,2016,2,2
DT_TDS_DECT,VU,2017,1.84,1.84
DT_TDS_DECT,VU,2018,3.72,3.72
DT_TDS_DECT,VU,2019,6.47,6.47
DT_TDS_DECT,VU,2020,6.2,6.2
DT_TDS_DECT,VU,2021,5.91,5.91
DT_TDS_DECT,VU,2022,5.92,5.92
DT_TDS_DECT,VU,2023,4.8,4.8
SI_POV_DAY1,TO,2009,1.36,1.36
SI_POV_DAY1,TO,2015,1.08,1.08
NY_GDP_PCAP,FM,2000,4.3,4.3
NY_GDP_PCAP,FM,2001,1.4,1.4
NY_GDP_PCAP,FM,2002,0.5,0.5
NY_GDP_PCAP,FM,2003,2,2
NY_GDP_PCAP,FM,2004,-2.5,-2.5
NY_GDP_PCAP,FM,2005,2.5,2.5
NY_GDP_PCAP,FM,2006,0.3,0.3
NY_GDP_PCAP,FM,2007,-1,-1
NY_GDP_PCAP,FM,2008,-1.6,-1.6
NY_GDP_PCAP,FM,2009,2,2
NY_GDP_PCAP,FM,2010,2.7,2.7
NY_GDP_PCAP,FM,2011,3,3
NY_GDP_PCAP,FM,2012,-2,-2
NY_GDP_PCAP,FM,2013,-3.9,-3.9
NY_GDP_PCAP,FM,2014,-2.6,-2.6
NY_GDP_PCAP,FM,2015,4.3,4.3
NY_GDP_PCAP,FM,2016,0.2,0.2
NY_GDP_PCAP,FM,2017,0.4,0.4
NY_GDP_PCAP,FM,2018,-0.4,-0.4
NY_GDP_PCAP,FM,2019,3.7,3.7
NY_GDP_PCAP,FM,2020,-2.5,-2.5
NY_GDP_PCAP,FM,2021,2.1,2.1
NY_GDP_PCAP,FM,2022,-1.2,-1.2
NY_GDP_PCAP,FM,2023,0.3,0.3
SL_EMP_EARN,VU,2010,524.87,348.74922
BX_TRF_PWKR,KI,1979,3.67,3.67
BX_TRF_PWKR,KI,1980,4.12,4.12
BX_TRF_PWKR,KI,1981,4.72,4.72
BX_TRF_PWKR,KI,1982,6.25,6.25
BX_TRF_PWKR,KI,1983,5.95,5.95
BX_TRF_PWKR,KI,1984,5.32,5.32
BX_TRF_PWKR,KI,1985,12.62,12.62
BX_TRF_PWKR,KI,1986,12.82,12.82
BX_TRF_PWKR,KI,1987,15.18,15.18
BX_TRF_PWKR,KI,1988,9.44,9.44
BX_TRF_PWKR,KI,1989,10.19,10.19
BX_TRF_PWKR,KI,1990,12.92,12.92
BX_TRF_PWKR,KI,1991,12.75,12.75
BX_TRF_PWKR,KI,1992,12.62,12.62
BX_TRF_PWKR,KI,1993,13,13
BX_TRF_PWKR,KI,1994,12.58,12.58
BX_TRF_PWKR,KI,2005,0,0
BX_TRF_PWKR,KI,2006,11.56,11.56
BX_TRF_PWKR,KI,2007,10.1,10.1
BX_TRF_PWKR,KI,2008,9.78,9.78
BX_TRF_PWKR,KI,2009,10.02,10.02
BX_TRF_PWKR,KI,2010,9.46,9.46
BX_TRF_PWKR,KI,2011,8.69,8.69
BX_TRF_PWKR,KI,2012,8.52,8.52
BX_TRF_PWKR,KI,2013,8.55,8.55
BX_TRF_PWKR,KI,2014,8.18,8.18
BX_TRF_PWKR,KI,2015,7.33,7.33
BX_TRF_PWKR,KI,2016,7.89,7.89
BX_TRF_PWKR,KI,2017,8.06,8.06
BX_TRF_PWKR,KI,2018,8.56,8.56
BX_TRF_PWKR,KI,2019,9.25,9.25
BX_TRF_PWKR,KI,2020,6.69,6.69
BX_TRF_PWKR,KI,2021,4.62,4.62
BX_TRF_PWKR,KI,2022,10.38,10.38
BX_TRF_PWKR,KI,2023,4.17,4.17
SL_TLF_UEM,KI,2005,37.22,37.22
SL_TLF_UEM,KI,2010,47.6,47.6
SL_TLF_UEM,KI,2015,22.2,22.2
SL_TLF_UEM,KI,2019,20.89,20.89
SL_TLF_UEM,KI,2020,23.45,23.45
SL_TLF_UEM,PG,2010,1.46,1.46
SL_TLF_UEM,WS,2012,8.2,8.2
SL_TLF_UEM,WS,2017,4.17,4.17
SL_TLF_UEM,WS,2018,0.5,0.5
SI_POV_NAHC,PW,2013,14.8,14.8
SPC_8_9_1,FJ,2008,13,13
SPC_8_9_1,FJ,2011,11.5,11.5
SPC_8_9_1,FJ,2012,11.5,11.5
SPC_8_9_1,FJ,2013,12.1,12.1
SPC_8_9_1,FJ,2014,13.3,13.3
SPC_8_9_1,FJ,2015,13.7,13.7
SPC_8_9_1,FJ,2016,12.6,12.6
SPC_8_9_1,FJ,2017,13.5,13.5
SPC_8_9_1,FJ,2018,12.6,12.6
SPC_8_9_1,FJ,2019,11.8,11.8
SPC_8_9_1,FJ,2020,0.1,0.1
SPC_8_9_1,FJ,2021,-0.1,-0.1
SPC_8_9_1,FJ,2022,9.9,9.9
SL_TLF_UEM,TV,2015,0,0
SI_POV_NAHC,PW,2013,23.9,23.9
EG_ACS_ELEC,FJ,2014,100,100
EG_ACS_ELEC,FJ,2017,99.5,99.5
EG_ACS_ELEC,FJ,2018,99.8,99.8
EG_ACS_ELEC,FJ,2019,100,100
EG_ACS_ELEC,FJ,2020,100,100
SPC_16_6_1,FM,2007,93.2,93.2
SPC_16_6_1,FM,2008,84.5,84.5
SPC_16_6_1,FM,2009,88.8,88.8
SPC_16_6_1,FM,2010,92.3,92.3
SPC_16_6_1,FM,2011,77.2,77.2
SPC_16_6_1,FM,2012,78.8,78.8
SPC_16_6_1,FM,2013,73.1,73.1
SPC_16_6_1,FM,2014,88.7,88.7
SPC_16_6_1,FM,2015,69.8,69.8
SPC_16_6_1,FM,2016,87.2,87.2
SPC_16_6_1,FM,2017,103.3,103.3
SPC_16_6_1,FM,2018,87.1,87.1
SPC_16_6_1,FM,2019,107.2,107.2
SPC_16_6_1,FM,2020,106,106
SPC_16_6_1,FM,2021,111.5,111.5
SL_TLF_UEM,NR,2012,8.8,8.8
SI_POV_NAHC,MH,2019,5.4,5.4
SI_POV_NAHC,PW,2006,24.9,24.9
SI_POV_NAHC,PW,2013,19.6,19.6
SL_TLF_UEM,FM,2013,18.6,18.6
SL_TLF_UEM,TV,2015,5.9,5.9
EG_ACS_ELEC,KI,2014,22.2,22.2
EG_ACS_ELEC,KI,2016,82.2,82.2
EG_ACS_ELEC,KI,2017,82.9,82.9
EG_ACS_ELEC,KI,2019,91.6,91.6
EG_ACS_ELEC,KI,2020,96.4,96.4
SL_TLF_UEM,TV,2017,28.32,28.32
SL_TLF_UEM,TV,2022,8.23,8.23
SL_TLF_UEM,NR,2012,0,0
SL_TLF_MANF,FM,2013,2.1,2.1
SL_TLF_UEM,WS,2013,0,0
SL_TLF_MANF,PW,2015,0.9,0.9
SL_TLF_NEET,WS,2013,39.5,39.5
SI_POV_NAHC,VU,2019,1.4,1.4
SL_TLF_MANF,WS,2017,6.8,6.8
SI_POV_NAHC,KI,2019,23.6,23.6
SI_POV_DAY1,MH,2019,1,1
SL_TLF_UEM,KI,2019,6.2,6.2
SL_EMP_EARN,MH,2019,4.88,4.88
SI_POV_NAHC,KI,2019,21.8,21.8
SL_TLF_NEET,TV,2015,40.9,40.9
SL_TLF_UEM,NC,2017,10.1,10.1
SL_TLF_NEET,FM,2013,36.1,36.1
SL_TLF_UEM,PF,2002,7.08,7.08
SL_TLF_UEM,PF,2007,7.24,7.24
SL_TLF_UEM,PF,2017,11.5,11.5
SL_EMP_EARN,WS,2012,3.03,3.03
SL_EMP_EARN,WS,2017,5.55,5.55
SL_TLF_NEET,PG,2010,38.89,38.89
SL_TLF_NEET,PG,2022,31.17,31.17
SL_TLF_UEM,NR,2013,13.4,13.4
SL_TLF_UEM,PW,2000,2.76,2.76
SL_TLF_UEM,PW,2014,1.37,1.37
SL_TLF_UEM,PW,2020,0.88,0.88
SL_TLF_UEM,PG,2010,2.21,2.21
SL_TLF_UEM,PG,2017,2.1,2.1
SL_TLF_UEM,PG,2022,2.86,2.86
SPC_17_3_1,MH,2000,0.739,0.739
SPC_17_3_1,MH,2001,0.739,0.739
SPC_17_3_1,MH,2002,0.839,0.839
SPC_17_3_1,MH,2003,-1.152,-1.152
SPC_17_3_1,MH,2004,1.156,1.156
SPC_17_3_1,MH,2005,3.303,3.303
SPC_17_3_1,MH,2006,1.9,1.9
SPC_17_3_1,MH,2007,7.011,7.011
SPC_17_3_1,MH,2008,5.738,5.738
SPC_17_3_1,MH,2009,44.89,44.89
SPC_17_3_1,MH,2010,-9.357,-5.1
SPC_17_3_1,MH,2011,-4.381,-4.381
SPC_17_3_1,MH,2012,21.374,21.374
SPC_17_3_1,MH,2013,32.568,32.568
SPC_17_3_1,MH,2014,-8.029,-5.1
SPC_17_3_1,MH,2015,-5.39364,-5.1
SPC_17_3_1,MH,2016,-3.05585,-3.05585
SPC_17_3_1,MH,2017,5.8355,5.8355
SPC_17_3_1,MH,2018,9.75205,9.75205
SPC_17_3_1,MH,2019,4.17723,4.17723
SL_TLF_NEET,MH,2019,45,45
EG_ACS_ELEC,PF,2016,100,100
EG_ACS_ELEC,PF,2017,100,100
EG_ACS_ELEC,PF,2018,100,100
EG_ACS_ELEC,PF,2019,100,100
EG_ACS_ELEC,PF,2020,100,100
EG_ACS_ELEC,PF,2023,99.6,99.6
SL_TLF_UEM,TV,2015,30.3,30.3
SL_EMP_EARN,MH,2019,2.41,2.41
SI_POV_NAHC,VU,2019,3.1,3.1
SI_POV_NAHC,MH,2019,10.3,10.3
SL_TLF_UEM,WS,2013,1.2,1.2
SI_POV_NAHC,PW,2013,14.4,14.4
SL_TLF_NEET,NR,2012,53.3,53.3
SL_TLF_NEET,NR,2013,51.3,51.3
SI_POV_DAY1,VU,2010,11.2,11.2
SI_POV_DAY1,VU,2019,13,13
SL_TLF_UEM,MH,2019,4.45,4.45
SL_TLF_UEM,TO,2018,1.63,1.63
SL_TLF_UEM,TO,2021,1.76,1.76
SL_TLF_NEET,PG,2010,27.7,27.7
SL_TLF_UEM,PW,2013,0.3,0.3
